安道尔	0	0	9	0	0	0
安德里	0	2	3	0	0	0
安德鲁斯	0	5	4	0	0	1
安第斯	0	7	41	0	0	2
安定	0	14	162	2	0	23
安定门	0	0	33	0	0	0
安度	0	5	66	0	0	7
安顿	0	2	16	0	0	2
安多	0	14	51	0	0	1
安多县	0	0	1	0	0	5
安尔乐	0	2	1	0	0	2
安放	0	7	28	1	0	3
安分	0	0	53	0	0	3
安福县	0	19	48	0	0	0
安抚	0	0	1	0	0	2
安哥拉	0	6	11	0	0	9
安国	0	412	257	0	0	0
安海镇	0	0	41	0	0	0
安好	0	1	24	0	0	0
安化	0	709	460	0	0	0
安徽	0	40471	2682	12	0	56
安徽省	0	19030	135	0	0	50
安吉	0	2974	1535	0	0	0
安家	0	27	247	0	0	1
安家立业	0	0	1	0	0	0
安检	0	0	44	0	0	0
安检门	0	0	17	0	0	1
安检站	0	0	1	2	0	0
安静	0	15	40	0	0	5
安居	0	271	1003	1	0	5
安居房	0	2	5	0	0	0
安居工程	0	0	21	0	0	7
安居乐业	0	6	9	0	0	6
安居镇	0	1	40	0	0	0
安卡拉	0	3	3	0	0	2
安康	0	733	1789	2	0	4
安康市	0	983	170	0	0	0
安科	0	74	999	3	0	0
安澜	0	3	53	0	0	0
安乐	0	38	277	0	0	2
安乐窝	0	4	1	0	0	1
安利	0	564	919	1	0	0
安陆	0	66	124	0	0	0
安陆市	0	1022	111	0	0	0
安曼	0	7	21	0	0	16
安盟	0	4	72	0	0	4
安谧	0	0	1	0	0	0
安眠	0	0	1	0	0	0
安民	0	18	180	1	0	1
安南	0	11	127	0	0	24
安宁	0	90	324	0	0	11
安宁市	0	29	6	0	0	1
安排	0	1	4	0	4	174
安培	0	10	70	0	0	4
安琪儿	0	24	62	0	0	0
安庆	0	2240	1011	3	0	2
安庆市	0	5308	594	0	0	1
安丘	0	244	178	1	0	1
安丘市	0	740	199	1	0	3
安全	0	53	5912	3	4	372
安全玻璃	0	0	299	0	0	0
安全部	0	0	4	9	0	10
安全带	0	0	19	0	0	6
安全岛	0	0	5	0	0	0
安全阀	0	0	13	1	0	0
安全柜	0	0	2	0	0	0
安全帽	0	1	14	0	0	0
安全门	0	0	36	0	0	0
安全网	0	1	74	2	0	3
安全性	0	0	2	0	0	10
安然	0	76	321	1	0	3
安塞	0	128	41	0	0	0
安上	0	0	12	0	0	2
安设	0	1	1	0	0	0
安身	0	1	0	0	0	0
安神	0	4	39	0	0	0
安生	0	12	71	0	0	0
安适	0	3	18	0	0	0
安睡	0	0	2	0	0	0
安顺	0	307	1382	0	0	1
安踏	0	20	61	0	0	0
安藤	0	1	7	0	0	0
安外	0	0	15	0	0	0
安危	0	0	1	0	0	5
安慰	0	1	2	0	0	2
安稳	0	2	20	0	0	7
安卧	0	0	1	0	0	0
安息	0	0	1	0	0	0
安溪	0	445	725	0	0	1
安溪县	0	177	269	1	0	1
安详	0	2	10	0	0	6
安享	0	2	3	0	0	0
安心	0	56	192	0	0	4
安阳	0	4224	1856	2	0	4
安阳市	0	9064	898	0	0	1
安阳县	0	1933	217	0	0	1
安义	0	17	91	0	0	0
安义县	0	29	33	0	0	0
安易	0	23	169	0	0	2
安逸	0	28	107	0	0	2
安营	0	0	26	0	0	0
安源	0	50	366	0	0	0
安葬	0	2	0	0	0	2
安置	0	1	116	0	0	73
安装	0	10	24673	80	0	51
桉	0	9	137	1	0	1
桉树	0	8	51	0	0	0
桉油	0	0	1	0	0	0
氨	0	5	553	0	0	0
氨化	0	0	1	0	0	0
氨基	0	0	8	0	0	0
氨基酸	0	2	214	0	0	1
氨气	0	0	2	0	0	0
氨水	0	0	15	0	0	0
庵	0	12	843	0	0	0
谙	0	14	23	0	0	1
鹌鹑	0	10	159	0	0	0
鞍	0	49	639	2	0	0
鞍钢	0	478	62	0	0	1
鞍马	0	0	7	0	0	1
鞍山	0	4133	1390	3	0	7
鞍山市	0	10052	575	0	0	4
鞍子	0	1	4	0	0	0
俺	1	7	2	0	0	18
俺家	0	5	4	0	0	2
俺们	0	0	1	0	0	6
埯	0	1	2	0	0	0
铵	0	2	84	0	0	1
铵盐	0	0	1	0	0	0
岸	0	11	1004	1	0	4
岸边	0	0	5	1	0	12
岸炮	0	0	1	0	0	0
岸区	0	0	171	0	0	1
岸上	0	3	7	0	0	2
岸线	0	1	7	0	0	0
岸信	0	0	2	0	0	0
按	11	15	197	1	15	237
按计划	0	0	1	0	0	0
按键	0	0	14	1	0	2
按揭	0	0	21	0	0	2
按扣	0	0	4	0	0	0
按理	0	1	2	0	0	1
按摩	0	3	181	3	0	8
按摩师	0	2	2	0	0	0
按摩椅	0	0	31	1	0	0
按捺	0	3	0	0	0	0
按钮	0	0	49	0	0	5
按时	0	11	19	3	0	10
按照	15	0	0	0	3	276
胺	0	1	377	0	0	0
案	1	0	45	0	3	37
案板	0	0	4	0	0	0
案件	0	0	9	0	3	214
案例	0	2	4	0	0	11
案例库	0	0	1	0	0	0
案情	0	0	1	0	0	6
案头	0	0	1	0	0	5
暗	0	21	45	1	0	7
暗暗	0	6	12	2	0	0
暗藏	0	0	1	0	0	1
暗潮	0	0	1	0	0	0
暗淡	0	1	0	0	0	2
暗访	0	0	2	0	0	2
暗号	0	0	3	1	0	0
暗河	0	0	2	0	0	0
暗黑	0	1	0	0	0	0
暗红	0	0	1	0	0	1
暗花	0	2	1	0	0	0
暗礁	0	1	0	0	0	1
暗流	0	2	0	0	0	0
暗示	0	1	0	0	0	0
暗室	0	2	3	0	0	0
暗无天日	0	0	1	0	0	0
暗笑	0	0	1	0	0	0
暗影	0	2	1	0	0	0
暗语	0	1	0	0	0	0
暗喻	0	1	0	0	0	0
暗中	0	0	1	0	0	0
黯	0	2	0	0	0	1
黯然	0	1	0	0	0	3
肮	0	0	3	0	0	1
肮脏	0	1	0	0	0	0
昂	0	153	3038	5	0	2
昂贵	0	1	1	0	0	6
昂起	0	1	0	0	1	0
昂然	0	0	4	0	0	2
昂首	0	0	5	0	0	2
昂泰	0	11	124	0	0	0
昂扬	0	3	14	0	0	6
盎	0	2	53	0	0	1
盎然	0	0	19	0	0	3
盎司	0	2	1	0	0	9
凹	0	8	242	0	0	0
凹槽	0	0	1	0	0	0
凹坑	0	0	3	0	0	0
凹面	0	0	3	0	0	0
凹凸	0	25	223	0	0	0
凹陷	0	0	26	0	0	1
敖	0	209	475	0	0	0
敖包	0	0	26	1	0	0
敖东	0	8	95	0	0	0
敖汉旗	0	273	54	0	0	2
遨	0	3	83	1	0	0
遨游	0	11	41	0	0	4
嗷嗷	0	0	5	0	0	0
廒	0	0	5	0	0	0
獒	0	5	664	4	0	0
熬	0	3	40	1	0	6
熬夜	0	0	1	0	0	0
聱	0	0	2	0	0	0
螯	0	1	46	0	0	0
翱	0	47	393	2	0	1
翱翔	0	59	274	0	0	1
翱翔机	0	0	1	0	0	0
鳌	0	14	891	3	0	0
鏖	0	1	11	0	0	1
袄	0	3	19	0	0	0
媪	0	0	2	0	0	0
岙	0	0	167	0	0	0
坳	0	4	540	0	0	0
傲	0	357	2980	2	0	3
傲骨	0	1	3	0	0	0
傲慢	0	2	4	0	0	12
傲气	0	1	4	0	0	0
傲然	0	2	34	0	0	0
傲视	0	22	85	0	0	0
奥	0	4244	43449	11	0	13
奥博	0	101	1117	0	0	0
奥迪	0	75	357	2	0	0
奥地利	3	75	5	0	0	54
奥津	0	4	10	0	0	0
奥克兰	0	4	25	0	0	0
奥兰多	0	1	11	0	0	0
奥林匹克	0	9	82	0	0	11
奥秘	0	0	5	0	0	5
奥妙	0	2	12	0	0	2
奥胜	0	14	73	0	0	0
奥斯卡	0	31	62	1	0	2
奥斯陆	0	4	9	0	0	8
奥体	0	3	28	0	0	1
奥运	0	28	122	0	0	19
奥运会	0	1	1	0	0	75
骜	0	6	126	0	0	0
澳	0	1719	13212	5	0	39
澳大利亚	0	404	47	0	0	72
澳柯玛	0	58	150	0	0	0
澳门	0	491	221	3	0	66
澳州	0	1	7	0	0	0
澳洲	0	166	76	0	0	8
懊	0	2	7	0	0	1
懊恼	0	0	1	0	0	1
鏊	0	0	15	0	0	1
鏊子	0	0	1	0	0	1
八	0	404	4204	6	8	211
八佰伴	0	0	2	0	0	9
八宝饭	0	0	1	0	0	0
八宝山	0	2	33	0	0	2
八宝粥	0	0	2	0	0	0
八成	0	0	1	0	0	0
八达岭	0	9	135	0	0	14
八大	0	1	88	0	0	3
八度	0	19	69	0	0	0
八渡	0	1	11	0	0	3
八段	0	5	192	3	0	0
八方	0	110	924	1	0	9
八哥	0	1	18	0	0	0
八股	0	0	4	0	0	0
八卦	0	3	15	0	0	0
八角	0	7	185	0	0	1
八角亭	0	1	4	0	0	1
八里庄	0	2	20	0	0	0
八连	0	0	5	16	0	0
八路	0	1	23	0	0	0
八路军	1	1	0	0	0	18
八面风	0	1	4	0	0	0
八面玲珑	0	4	0	0	0	1
八面威风	0	1	0	0	0	0
八闽	0	4	30	0	0	0
八旗	0	9	44	0	0	1
八仙	0	8	111	0	0	2
八仙过海	0	0	5	0	0	1
八仙桌	0	0	1	0	0	1
八一	0	84	781	0	0	19
八音盒	0	1	1	0	0	0
八月	1	15	21	0	0	8
八运	0	2	25	0	0	2
八字	0	3	42	0	0	3
巴	0	1645	5869	5	0	127
巴巴多斯	0	1	0	0	0	0
巴比伦	0	7	23	0	0	0
巴不得	0	1	0	0	0	0
巴布亚新几内亚	0	2	0	0	0	1
巴东	1	12	28	0	0	0
巴东县	0	46	28	0	0	0
巴豆	0	0	2	0	0	0
巴尔干	0	0	1	0	0	1
巴方	0	0	4	0	0	34
巴格达	0	0	4	0	0	33
巴国	0	4	17	2	0	0
巴哈马	0	5	1	0	0	1
巴基斯坦	2	60	13	0	0	41
巴结	0	0	1	0	0	1
巴解	0	0	4	0	0	5
巴金	0	0	2	0	0	5
巴克夏猪	0	0	1	0	0	0
巴库	0	2	19	0	0	1
巴拉圭	0	3	0	0	0	0
巴黎	6	83	184	0	1	81
巴黎公社	0	0	1	0	0	0
巴林	0	486	146	0	0	28
巴林国	0	2	0	0	0	0
巴陵	0	37	96	0	0	0
巴洛克	0	10	41	0	0	1
巴马	0	28	156	0	0	1
巴盟	0	181	150	0	0	0
巴拿马	1	22	3	1	0	8
巴塞尔	0	0	1	0	0	0
巴塞罗那	0	4	4	0	0	1
巴山	0	48	239	0	0	0
巴士	0	29	274	1	0	7
巴士拉	0	0	1	0	0	0
巴蜀	0	24	83	0	0	1
巴西	0	95	42	0	0	37
巴西木	0	0	1	0	0	1
巴县	0	0	79	0	0	0
巴新	0	0	5	0	0	0
巴彦浩特	0	0	2	0	0	0
巴彦淖尔盟	0	42	50	0	0	0
巴音郭楞	0	5	8	0	0	1
巴扎	0	6	61	1	0	1
巴掌	0	0	6	0	0	1
巴中	0	119	173	0	0	1
巴中市	0	251	159	0	0	0
扒	0	1	51	0	0	4
扒鸡	0	0	114	1	0	0
扒拉	0	0	1	0	0	0
叭	0	0	23	0	0	0
芭	0	104	596	0	0	1
芭蕉	0	4	18	0	0	0
芭蕉扇	0	2	4	0	0	0
芭蕾	0	4	42	0	0	10
芭蕾舞	0	0	5	0	1	3
岜	0	0	6	0	0	0
疤	0	0	8	0	0	0
疤痕	0	0	21	0	0	2
捌	0	6	135	0	0	0
笆	0	2	22	0	0	1
笆篱	0	1	5	0	0	0
笆篓	0	0	1	0	0	0
粑	0	1	45	0	0	0
拔	0	6	449	1	0	2
拔尖	0	0	1	0	0	2
拔剑	0	0	7	0	0	1
拔丝	0	2	712	0	0	0
跋	0	0	13	0	0	1
跋山涉水	0	1	0	0	0	0
跋涉	0	1	2	0	0	9
魃	0	0	2	2	0	0
把	34	4	212	3	36	1563
把柄	0	0	3	0	0	0
把持	1	0	0	0	1	3
把式	0	0	1	0	0	0
把手	0	0	5	0	0	0
把守	0	1	4	0	0	1
把握	0	1	3	0	0	56
把戏	0	0	1	0	0	1
把兄弟	0	0	4	0	0	0
把子	0	0	1	0	0	0
靶	0	0	79	0	0	0
靶场	0	0	1	0	0	0
靶子	0	0	2	0	0	0
坝	0	9	2815	3	0	1
坝基	0	0	1	0	0	0
坝上	0	9	67	0	0	11
坝子	0	0	25	0	0	0
爸	0	0	26	1	0	2
爸爸	0	2	31	1	0	16
罢	0	0	5	0	0	13
鲅	0	0	1	0	0	1
鲅鱼	0	6	46	0	0	0
鲅鱼圈区	0	1	19	0	0	0
霸	0	358	3769	6	0	2
霸道	0	2	12	0	0	0
霸气	0	1	6	0	0	0
霸王	0	28	349	3	0	4
霸占	1	0	0	0	0	1
霸州市	0	2376	350	0	0	0
霸主	0	2	4	0	0	2
灞	0	2	94	0	0	0
吧	0	11	902	273	1	70
吧嗒	0	1	1	0	0	1
掰掰	0	1	0	0	0	1
白	0	1773	9704	4	1	82
白白	0	8	5	0	0	1
白斑	0	0	1	0	0	0
白璧无瑕	0	1	0	0	0	1
白布	0	0	7	0	0	0
白菜	0	4	20	0	0	4
白城	0	83	122	0	0	0
白城市	0	189	183	0	0	0
白痴	0	1	2	0	0	0
白唇鹿	0	0	8	0	0	0
白地	0	1	13	0	0	1
白癜风	0	1	69	1	0	0
白丁	0	0	1	0	0	0
白俄罗斯	0	9	0	0	0	9
白垩	0	0	1	0	0	0
白垩纪	0	1	2	0	0	0
白发	0	0	6	0	0	4
白矾	0	0	6	0	0	0
白粉	0	0	196	0	0	1
白芙蓉	0	1	0	0	0	0
白干	0	0	2	0	0	0
白鸽	0	71	156	1	0	0
白宫	0	3	22	0	0	20
白沟	0	80	384	0	0	0
白沟镇	0	1	10	0	0	0
白关镇	0	1	3	0	0	2
白龟	0	1	9	0	0	0
白果	0	14	58	0	0	3
白河县	0	66	15	0	0	0
白鹤	0	9	62	0	0	0
白狐	0	5	6	0	0	0
白湖乡	0	0	7	0	0	0
白花	0	2	32	0	0	0
白花花	0	1	0	0	0	1
白话	0	0	2	0	0	0
白桦	0	10	69	0	0	0
白桦林	0	14	23	1	0	0
白灰	0	0	417	1	0	0
白暨豚	0	0	1	0	0	0
白家庄	0	2	12	0	0	0
白僵菌	0	0	2	0	0	0
白介素	0	0	2	0	0	0
白金	0	40	106	1	0	0
白金汉宫	0	0	3	0	0	0
白鲸	0	1	10	0	0	0
白净	0	1	10	0	0	0
白酒	0	5	380	3	0	3
白军	0	6	1	0	0	0
白开水	0	2	1	0	0	0
白蜡	0	1	13	1	0	0
白蜡虫	0	0	1	0	0	0
白蜡树	0	0	1	0	0	0
白兰	0	12	29	0	0	0
白兰地	0	1	5	0	0	1
白兰地酒	0	0	1	0	0	0
白兰花	0	1	1	0	0	0
白朗	0	1	2	0	0	0
白梨	0	1	2	1	0	0
白莲	0	14	165	0	0	12
白琳镇	0	1	7	0	0	0
白领	0	22	102	0	0	4
白鹭	0	14	136	0	0	2
白露	0	4	101	0	0	0
白萝卜	0	0	4	0	0	1
白马	0	86	761	0	0	1
白马王子	0	2	2	0	0	0
白梅	0	2	9	0	0	0
白煤	0	0	7	0	0	0
白米	0	3	34	0	0	2
白米饭	0	0	1	0	0	0
白棉	0	0	1	0	0	1
白面	0	0	4	0	0	7
白描	0	1	1	0	0	0
白庙乡	0	1	1	0	0	0
白沫	0	0	2	0	0	1
白木耳	0	0	2	0	0	0
白内障	0	0	2	0	0	7
白嫩	0	1	0	0	0	1
白皮松	0	2	72	1	0	0
白旗	0	6	51	0	0	0
白求恩	0	5	7	0	0	1
白热	0	0	2	0	0	0
白日	0	1	4	0	0	1
白肉	0	0	5	0	0	0
白色	1	12	45	0	0	15
白砂	0	0	22	0	0	0
白山市	0	187	93	0	0	0
白芍	0	0	2	2	0	0
白食	0	1	0	0	0	0
白事	0	2	6	0	0	0
白手起家	0	4	3	0	0	5
白霜	0	1	1	0	0	1
白水	0	148	186	0	0	0
白水江	0	0	8	0	0	0
白水镇	0	3	44	0	0	2
白塔	0	21	1193	2	0	1
白塔山	0	1	4	0	0	0
白檀	0	0	3	0	0	8
白糖	0	0	11	0	0	0
白藤	0	0	27	0	0	0
白天	0	13	18	0	0	15
白天鹅	0	8	53	0	0	1
白条	0	0	31	0	0	5
白条鸭	0	0	5	0	0	1
白铁	0	5	230	1	0	3
白铁皮	0	0	7	0	0	0
白铜	0	0	8	0	0	0
白头翁	0	0	1	0	0	0
白兔	0	3	105	0	0	0
白文	0	13	2	0	0	0
白细胞	0	0	1	0	0	0
白象	0	19	188	0	0	0
白熊	0	2	18	0	0	0
白雪	0	58	166	0	0	6
白雪公主	0	4	17	0	0	1
白杨	0	30	143	2	0	1
白杨树	0	2	5	0	0	0
白洋	0	15	123	0	0	0
白洋淀	0	37	54	0	0	6
白药	0	0	80	0	0	2
白衣	0	2	67	0	0	2
白衣天使	0	1	0	0	0	2
白蚁	0	1	254	0	0	0
白银	0	1766	709	1	0	2
白银市	0	893	152	0	0	1
白鱼	0	0	5	0	0	0
白羽	0	10	43	0	0	0
白玉	0	74	179	0	0	0
白玉兰	0	6	63	0	0	1
白云	0	290	2222	1	0	6
白云区	0	37	2967	1	0	0
白云石	0	3	119	1	0	0
白纸	0	0	14	0	0	0
白纸坊	0	1	72	0	0	1
白昼	0	0	5	0	0	6
白族	0	2	35	0	0	8
百	0	4425	32973	8	0	136
百般	0	0	4	0	0	0
百帮	0	51	76	0	0	1
百宝箱	0	4	9	1	0	0
百倍	0	0	12	0	0	3
百步穿杨	0	0	1	0	0	0
百尺竿头	0	0	1	0	0	0
百川归海	0	0	2	0	0	0
百大	0	22	152	0	0	0
百发百中	0	0	3	0	0	0
百分	0	19	54	0	0	1
百分比	0	0	8	0	0	1
百分点	0	0	1	0	0	29
百分号	0	0	2	0	0	0
百分率	0	0	1	0	0	0
百分之	0	1	0	0	0	0
百分之百	0	0	1	0	0	3
百富勤	0	5	43	0	0	14
百舸争流	0	0	1	0	0	1
百合	0	153	1314	0	0	1
百合花	0	18	58	0	0	1
百合科	0	0	2	0	0	0
百花	0	86	514	0	0	6
百花齐放	0	1	1	0	0	2
百花山	0	0	20	0	0	0
百花园	0	4	59	0	0	1
百花争艳	0	0	2	0	0	1
百花洲	0	1	10	0	0	1
百货	0	48	8574	261	0	6
百货大楼	0	10	380	191	0	6
百货店	0	1	30	658	0	1
百货公司	0	14	815	1300	3	1
百货商店	0	1	92	1300	0	2
百家姓	0	2	10	0	0	0
百家争鸣	0	0	5	0	0	1
百老汇	0	4	21	1	1	1
百里	0	28	130	0	0	0
百里挑一	0	1	1	0	0	1
百里洲	0	5	25	0	0	0
百里洲镇	0	0	12	0	0	0
百灵	0	65	479	0	0	0
百灵鸟	0	13	28	0	0	0
百隆	0	29	257	1	0	0
百衲本	0	2	0	0	0	0
百年	0	210	1327	2	0	69
百年树人	0	4	2	0	0	0
百色	0	84	400	1	0	2
百色市	0	120	148	0	0	0
百舌鸟	0	0	1	0	0	0
百事	0	147	916	1	0	0
百事可乐	0	6	47	0	0	0
百事通	0	27	134	8	0	1
百岁堂	0	0	4	0	0	0
百万富翁	0	0	2	0	0	1
百威	0	44	295	0	0	0
百姓	0	135	545	0	0	46
百姓家	0	28	33	0	0	3
百叶窗	0	1	49	1	0	0
百叶箱	0	0	1	0	0	0
百依百顺	0	1	0	0	0	0
百战百胜	0	1	1	0	0	0
百褶裙	0	0	1	0	0	0
佰	0	520	5869	3	0	0
柏	0	1240	9271	8	0	2
柏拉图	0	6	18	0	0	0
柏林	1	67	612	3	0	3
柏树	0	10	81	0	0	1
柏油	0	0	7	0	0	3
柏枝	0	1	21	0	0	2
捭	0	1	8	0	0	0
摆	0	10	152	4	0	74
摆摆	0	0	3	0	0	1
摆地摊	0	0	2	2	0	1
摆动	0	0	1	0	0	2
摆渡	0	9	58	0	0	0
摆放	0	0	1	0	0	14
摆轮	0	0	1	0	0	0
摆设	0	0	4	0	0	2
摆摊	0	0	1	0	0	2
败	0	8	9	0	0	22
败坏	0	1	0	0	0	10
败家子	0	1	0	0	0	0
败诉	0	0	0	0	1	0
拜	4	391	1086	0	0	33
拜拜	0	2	2	0	0	0
拜会	0	0	1	0	0	5
拜泉县	0	140	34	0	0	0
拜师	0	2	0	0	0	1
拜寿	0	0	1	0	0	2
拜天地	0	0	7	0	0	1
拜占庭	0	2	7	0	0	4
稗	0	1	14	0	0	0
稗子	0	0	1	0	0	0
扳	0	0	70	0	0	1
扳倒井	0	2	2	0	0	0
扳机	0	0	1	0	0	0
扳手	0	0	17	2	0	0
扳子	0	0	1	0	0	0
班	0	131	784	109	0	32
班车	0	0	6	0	0	3
班机	0	0	10	0	0	2
班吉	0	1	2	0	0	5
班级	0	0	1	1	0	3
班轮	0	0	6	0	0	4
班长	0	0	6	0	0	18
般	0	24	127	0	0	53
般般	0	2	0	0	0	1
颁	0	0	13	0	0	2
颁布	0	0	1	0	6	32
颁发	0	0	0	0	22	43
颁奖	0	0	1	0	0	29
斑	0	12	193	1	0	0
斑斑	0	2	1	0	0	3
斑驳	0	0	1	0	0	4
斑点	0	6	18	0	0	1
斑鸠	0	3	9	0	0	4
斑斓	0	6	18	0	0	7
斑马	0	8	88	0	0	2
斑马线	0	1	7	0	0	0
斑竹	0	9	39	0	0	0
搬	0	7	419	0	0	29
搬动	0	0	1	0	0	0
搬家	0	4	2371	73	0	1
搬进	1	0	0	0	0	11
搬迁	0	0	233	2	0	9
搬运	0	6	970	4	0	2
搬运工	0	0	6	0	0	0
癍	0	0	1	0	0	0
阪	0	44	168	0	0	1
坂	0	27	553	0	0	1
坂口	0	1	0	0	0	0
板	0	46	11987	155	0	20
板壁	0	0	1	0	0	0
板材	0	5	2059	20	0	2
板车	0	0	5	0	0	3
板凳	0	1	14	0	0	4
板斧	0	0	2	0	0	0
板胡	0	0	2	0	0	0
